timestamp_ms,x,y,event_type,button,dx,dy
694895075,1086,1179,move,,0,0
694895083,1098,1179,move,,0,0
694895091,1111,1180,move,,0,0
694895099,1125,1180,move,,0,0
694895107,1139,1182,move,,0,0
694895115,1153,1182,move,,0,0
694895123,1169,1183,move,,0,0
694895131,1183,1183,move,,0,0
694895139,1197,1185,move,,0,0
694895147,1211,1185,move,,0,0
694895155,1225,1185,move,,0,0
694895163,1239,1186,move,,0,0
694895171,1253,1186,move,,0,0
694895179,1265,1186,move,,0,0
694895187,1277,1186,move,,0,0
694895195,1287,1186,move,,0,0
694895203,1295,1186,move,,0,0
694895211,1302,1186,move,,0,0
694895219,1308,1186,move,,0,0
694895227,1312,1186,move,,0,0
694895235,1317,1187,move,,0,0
694895243,1320,1187,move,,0,0
694895251,1322,1187,move,,0,0
694895259,1324,1187,move,,0,0
694895267,1325,1187,move,,0,0
694895275,1326,1187,move,,0,0
694895283,1327,1187,move,,0,0
694895291,1327,1187,move,,0,0
694895315,1328,1187,move,,0,0
694895347,1329,1187,move,,0,0
694895819,1330,1187,move,,0,0
694895827,1332,1187,move,,0,0
694895834,1335,1185,move,,0,0
694895843,1339,1183,move,,0,0
694895851,1343,1181,move,,0,0
694895859,1348,1178,move,,0,0
694895867,1353,1176,move,,0,0
694895875,1358,1173,move,,0,0
694895883,1365,1169,move,,0,0
694895891,1372,1165,move,,0,0
694895899,1381,1160,move,,0,0
694895907,1390,1154,move,,0,0
694895915,1401,1148,move,,0,0
694895923,1410,1141,move,,0,0
694895931,1419,1133,move,,0,0
694895939,1429,1124,move,,0,0
694895947,1436,1114,move,,0,0
